Transaction ID,Timestamp,Sender UPI ID,Receiver UPI ID,Amount (INR),Status,Transaction Speed (min),User Transaction Frequency,Account Age (days),Fraud Label
a2925ebb-3d07-454a-b52b-5fac08b3aebb,24-08-2023 00:41,0159196096@okhdfcbank,7134288534@okicici,31697.06,FAILED,29.23812521819105,27,3598,1
6d7654bd-2707-430e-bdcd-c2de4e7e73da,05-12-2023 22:25,7172844630@okybl,6365927094@okaxis,31461.65,SUCCESS,18.12439117240229,96,493,1
2a4410db-858e-4701-9f4b-c9135dc2133b,04-10-2023 03:57,7484439688@okaxis,7460253681@oksbi,38166.21,SUCCESS,16.605766959489838,94,3248,1
f3875ac7-4dfa-422f-bd96-f5b42576d78b,28-12-2023 14:10,2602864361@okicici,1813832770@okybl,15511.57,SUCCESS,20.223930788333067,55,1910,0
c17a988b-a16d-4bc2-bb27-6919acaa0f2a,18-08-2023 08:40,1827477066@okaxis,8554862168@oksbi,16558.65,SUCCESS,17.011830920936994,24,2195,0
536600fb-1dd2-4dc7-add3-29aa987d8cb5,22-12-2023 22:41,8202041700@okicici,9286055611@okicici,34371.65,SUCCESS,16.807770476624473,48,3367,1
d5910b9e-1433-4a01-aff0-a1d4485b7bc2,21-12-2023 04:03,4591938420@okybl,8503983598@okybl,39776.15,SUCCESS,16.319567255613094,24,1508,0
fe1410ec-b883-4eb4-9dd2-eb320dcce4dd,04-09-2023 01:49,0732271530@okybl,6225458769@okhdfcbank,19186.82,SUCCESS,5.964006834560856,81,7,1
dca6199d-d277-4025-9d17-632303c53576,27-12-2023 13:29,7867042849@okicici,0454267240@oksbi,47775.78,SUCCESS,16.628603463235248,32,2789,0
690f626f-9881-48e2-8441-7a1e83fb04e3,04-07-2023 11:47,9476094775@okhdfcbank,1112447013@okaxis,16417.9,SUCCESS,10.923293966391082,48,2403,1
1fe45d36-9534-4bcd-a8ec-1229c3ddf7c7,25-08-2023 09:41,4487535719@okicici,1876063080@okaxis,14740.14,SUCCESS,9.94798324209104,13,1237,1
88246f70-0d92-4ddd-b54f-b08f50d172ed,10-02-2023 15:04,1295873779@okybl,7966207941@okicici,33192.03,SUCCESS,21.127151421925632,30,3585,1
5be58a1d-ce8d-4ea6-9135-bc23a847a4fa,10-02-2023 05:37,0860119156@okybl,2891356389@okhdfcbank,8560.97,SUCCESS,2.4482520208508265,43,866,0
a6bb8001-989b-4a95-8553-57ef9e3c6462,08-04-2023 13:07,6303697861@okybl,7473059523@okhdfcbank,118.85,SUCCESS,6.858862694444486,6,3555,0
67dd236a-9bb4-4b51-9a04-1699f97d9ace,16-07-2023 07:58,2866805044@okhdfcbank,7009393301@okaxis,15662.86,SUCCESS,22.357765967099084,94,2701,0
0e273bb0-eb1c-41c1-bad2-7e02400f3a00,20-06-2023 14:38,9099618827@okicici,9960023637@okaxis,19659.93,FAILED,26.555184067493823,95,745,0
ec55e192-3e9b-4eda-9592-dfd4862f6c16,21-11-2023 21:03,3848601952@okhdfcbank,2437893415@okhdfcbank,32503.16,SUCCESS,28.89921204944777,31,629,1
926cbb15-74a6-4e02-87eb-f5282c2a8c9e,19-09-2023 16:30,2075901642@oksbi,6172377935@okicici,31145.85,SUCCESS,4.978957867308088,97,2184,0
1fe45d36-9534-4bcd-a8ec-1229c3ddf7c7,25-08-2023 09:41,4487535719@okicici,1876063080@okaxis,14740.14,SUCCESS,9.94798324209104,13,1237,1
ebfefa4c-c371-44a4-9d5f-634580232789,02-07-2023 16:29,0159196096@okhdfcbank,0264692421@oksbi,8586.39,SUCCESS,1.61815607325043,39,1163,0
3907a08e-57e0-4451-871f-247b23665008,01-04-2023 02:04,2003917456@okicici,1488430684@oksbi,607.04,SUCCESS,2.068075499366953,96,1601,0
fa9a9996-726b-4364-a854-af038f00e036,30-11-2023 22:20,8526847977@okicici,4159262577@okhdfcbank,26839.06,SUCCESS,4.915329624107654,97,557,1
6005b42d-8f89-4e23-89ef-b13d630f3b85,03-01-2023 01:57,5570288519@okybl,8100657180@oksbi,9821.0,SUCCESS,18.149355102157227,23,1212,1
2e079cee-dc65-465a-979e-395c2f263838,10-01-2023 12:00,0385561234@oksbi,5952291478@okhdfcbank,19913.55,SUCCESS,5.081081819980386,46,1479,0
81ede834-7709-4258-9301-1f6194845e11,29-09-2023 11:54,1528653316@oksbi,9542213867@okicici,24770.45,SUCCESS,29.3499002074047,51,2372,1
f52a80d5-1314-4e2e-bc98-ff01d964bc0d,10-11-2023 03:21,4829799801@okhdfcbank,0402526441@okicici,26454.61,SUCCESS,12.040608462478788,98,457,0
5032dcf9-327c-4983-8a24-458db6d59f1b,30-06-2023 16:26,0696746336@okicici,1837509242@okaxis,22050.78,SUCCESS,10.706780257085471,31,29,1
89632126-1565-4c80-8e78-178737331a6c,31-08-2023 15:38,7024829873@okicici,5636325355@okhdfcbank,10748.76,SUCCESS,25.15151592084991,29,3031,0
bae3753a-681e-4664-918d-e7c904d95986,05-11-2023 08:46,2753537297@okaxis,0402526441@okicici,36352.18,SUCCESS,2.4503445321521813,5,242,0
9cc651b0-3c20-4b8e-9016-4f5f42a2ec50,28-08-2023 18:52,3190621870@oksbi,1176383390@okaxis,29474.28,SUCCESS,2.71586074091855,86,976,0
63b30802-573c-418e-9c74-a2924762d398,09-01-2023 21:43,7076988442@okybl,2437893415@okhdfcbank,24558.94,SUCCESS,28.64759780111294,26,575,0
b25bd904-5b34-461c-bc3a-601643c08521,28-05-2023 16:07,7921428495@oksbi,6348447507@okicici,46942.38,SUCCESS,28.30816132108438,21,803,0
ff253071-563b-4fbd-8919-a87d7ffded51,18-08-2023 12:48,0127455892@okybl,2862802160@okhdfcbank,4092.76,SUCCESS,0.7594001690726342,99,2376,0
e26ced71-792d-43da-a0fc-354d5a62790c,17-06-2023 04:26,1943928738@okaxis,7811833735@okhdfcbank,38084.58,SUCCESS,13.424855439982318,93,2369,1
56ab2947-74fc-4f0a-97bc-c340a754bca6,14-07-2023 09:48,3049286168@okaxis,4898817691@okybl,48204.08,SUCCESS,24.48576993913536,85,2285,0
8216a9b6-7f57-4e88-a8fd-e44e1d07b826,07-03-2023 02:46,8908837379@okaxis,6453146874@okhdfcbank,38667.09,SUCCESS,13.688523936311428,68,846,1
375f116f-69bf-4332-bc91-22b6b5568145,13-09-2023 17:36,3791981364@okhdfcbank,4069198509@oksbi,31681.3,FAILED,25.2173814785024,34,536,0
12713c58-4014-4320-9cda-648ce4679ee2,07-04-2023 07:43,9507076903@okaxis,8546905989@okybl,34404.83,SUCCESS,14.352040877741707,10,48,1
6b965431-913c-4b17-a992-f33c666d33ef,04-02-2023 01:04,2965512251@okhdfcbank,1892250554@okicici,14307.36,SUCCESS,5.647414763694573,14,1391,0
51003c0f-95d2-4c49-ba51-c7e474d8083f,20-08-2023 15:54,4063241105@okaxis,5561750978@okaxis,21564.85,SUCCESS,26.39187128634121,68,3596,1
b4825533-2c40-476d-ab42-5a71b184a362,28-02-2023 15:58,7870974702@okaxis,4396925464@okaxis,33879.36,SUCCESS,24.59915217753092,26,220,0
a8421d57-75b3-4843-a3fb-87a89148e761,12-02-2023 12:00,3258290365@okaxis,7573419789@okhdfcbank,12168.14,SUCCESS,9.80082487538268,50,2377,0
ae40861f-f027-4c5c-b79c-9d8cf038d7d0,26-05-2023 09:34,6575735090@okhdfcbank,4596472496@okybl,10028.97,SUCCESS,7.931965607849728,74,581,0
a9037d74-532b-4681-90c5-f513341d5dec,02-05-2023 13:07,1758148518@oksbi,5316227656@okaxis,64.77,SUCCESS,16.899127779635617,37,2447,1
20df0e89-adc6-40f3-ab46-b42222ee4449,30-01-2023 03:08,4567807036@oksbi,0264692421@oksbi,4323.1,SUCCESS,1.440662563398513,4,3507,1
4b250613-7e75-4650-8797-67c694a17547,14-03-2023 03:28,8750577269@okicici,3441598165@okybl,4731.46,SUCCESS,10.616536357529004,97,3237,0
662043b7-afed-460b-b851-6ab51bdaa62a,04-12-2023 14:11,3722792817@okybl,2819866478@okaxis,10924.9,SUCCESS,22.749664879357923,98,3415,0
99d8d41c-478d-4e44-a9b9-195b41b46bf5,03-01-2023 10:16,0385561234@oksbi,3661842700@okicici,17225.91,SUCCESS,28.57125739040524,72,1460,1
50bf88f8-40e6-43dc-b0ad-028d598e56fb,15-01-2023 11:59,4746405874@okicici,5317114555@okaxis,32184.42,SUCCESS,8.221550026473837,78,2937,0
3006c535-7c15-4cf5-96bb-5cc11b58bdbc,27-03-2023 05:03,3561474796@okicici,3351203985@okhdfcbank,23467.26,SUCCESS,9.54679135050588,75,285,1
54471728-7b9d-4fa8-9a92-e6f190f6e30b,29-08-2023 19:16,7627729176@okhdfcbank,2295243313@oksbi,30841.09,SUCCESS,14.067437183297931,46,2551,1
45fede4a-e499-4a4c-a9ca-c4fed0b9e619,25-05-2023 17:16,1193762349@oksbi,1205945466@okybl,32249.48,SUCCESS,5.5405136188873145,15,92,0
f5112761-ba22-4a6c-bdae-659dc516173b,06-07-2023 06:34,3563649289@okhdfcbank,0512810434@okicici,2204.79,SUCCESS,3.016904757852273,10,1265,1
0ded9dd6-fff1-4852-8407-40bf359cd792,17-01-2023 09:39,6217727277@okaxis,7360540220@oksbi,44202.85,SUCCESS,17.328680049101298,66,2061,0
e67cbc12-61e5-4b56-a4ac-2ce299fae2e3,13-04-2023 03:54,4365707349@okybl,1592364433@okicici,7382.39,SUCCESS,1.849541848011676,46,1585,0
c4d32912-ad7a-4d92-8e08-42fd318bf18d,24-05-2023 02:22,9783294548@okhdfcbank,7283045471@okicici,24084.34,SUCCESS,18.82559578680477,44,2173,0
1edd87f2-3b68-432e-ae8b-3b1ee4fa3015,07-03-2023 15:17,9953008852@okicici,3837633655@okaxis,21033.94,SUCCESS,21.482609013427588,6,2160,0
fc0906de-c4a4-4b07-a09c-13eaaaeaaaa5,01-08-2023 20:37,1970807862@oksbi,3649108873@okaxis,34083.08,FAILED,13.12089040599696,27,2302,1
1338259c-4345-4617-bf57-35165a94c832,10-03-2023 02:42,4252024363@okicici,0264692421@oksbi,31804.68,SUCCESS,29.94405487306328,89,2393,0
de47f20a-6385-42c2-8ce9-c01a34085fd3,24-04-2023 06:24,4540498260@okhdfcbank,1762863610@okaxis,21969.34,SUCCESS,18.51798351613192,56,1176,1
04aa6acf-3e16-43e3-b52a-ee9305628c87,02-07-2023 09:42,0524263718@okybl,9960023637@okaxis,12651.91,SUCCESS,23.99845634587776,4,2819,1
3e49af7e-68a3-435e-9979-93dcab2f67c6,24-03-2023 13:57,0658136040@oksbi,9749485107@okybl,43935.07,SUCCESS,2.6720549151912945,26,1520,0
2d4ff7ed-ed85-4526-bcdb-e9436ce59085,25-03-2023 11:16,9783294548@okhdfcbank,4185159018@okicici,13788.01,SUCCESS,23.956755671389505,94,1859,1
b526c77b-1077-48ee-a681-d56903974607,16-08-2023 01:49,8216661258@okybl,2278776986@okybl,21970.56,SUCCESS,20.54362798169579,22,2884,0
1283d88b-e1d6-43a7-a1f3-cfba7d5c2369,14-06-2023 21:11,4787766985@okhdfcbank,1884708567@okhdfcbank,1865.48,SUCCESS,10.294681305669563,15,261,1
cb85798e-2e51-43e5-bd64-84c660d7b73d,20-08-2023 17:59,2419268255@okybl,7631622590@okybl,185.49,SUCCESS,1.1278330076384775,58,2959,0
a0b87ef8-4e6f-43ef-9701-e19b98224d76,14-07-2023 05:54,0218481982@okaxis,7137526519@okhdfcbank,5519.32,SUCCESS,10.84743394910222,80,1102,1
79d0abc2-06d3-412d-b60d-ab2350ec9e4b,06-07-2023 02:55,2141499254@okicici,2394946306@okaxis,11124.94,SUCCESS,14.087277856614492,85,606,0
0f87e7f7-a745-4e40-8e8c-fb1a59fd5d4c,06-01-2023 16:27,0188594615@oksbi,2677492476@okhdfcbank,46964.14,SUCCESS,15.29337602255191,88,1025,0
60525168-69f4-4604-84c3-6869e1c29e74,15-04-2023 22:11,6656838263@okhdfcbank,3806752646@oksbi,29957.78,SUCCESS,15.57287262491794,98,2802,0
d0e681bc-d5f3-4aa8-bd81-c4edbd92e545,29-03-2023 12:24,5363775147@okaxis,2458793222@okaxis,37751.59,SUCCESS,12.593630437958783,37,3487,1
e0fbe770-5136-42fc-b1f8-83355b668380,27-10-2023 13:29,4734813735@okhdfcbank,0923783909@okaxis,37126.62,SUCCESS,3.712078791896445,71,578,1
58ef586a-4a3e-4816-8703-310e95d69530,11-12-2023 16:45,4238344030@okaxis,4505835691@okaxis,43911.07,SUCCESS,5.333290570248219,48,1595,1
d17fa192-948d-478c-8146-acdfc7930b98,08-03-2023 04:02,5014697640@okybl,5089047536@oksbi,11196.83,SUCCESS,16.361978425084516,35,2438,1
5363670b-fc44-418a-9a43-1ada92546ede,29-07-2023 16:55,8736594542@okybl,8061409294@oksbi,31750.92,SUCCESS,4.736253102045133,28,2704,1
df11e6ad-3008-4772-8232-902fec93347f,19-10-2023 01:45,3135502912@okybl,9388529920@okhdfcbank,28238.19,SUCCESS,0.9267683831652864,25,113,0
72421f70-defe-4595-a385-91118a11a186,06-03-2023 09:01,9720278423@oksbi,3328279574@okhdfcbank,26079.54,SUCCESS,19.55375249492128,67,3221,0
a30406af-0a9b-417a-9836-82791677eda3,11-03-2023 06:13,0646163327@okhdfcbank,5996129233@okicici,11863.2,SUCCESS,22.39690996196084,33,650,0
427883b3-31c4-44e3-aa16-2a32fa157504,20-05-2023 23:07,7410554336@okaxis,7683454560@okaxis,16887.1,SUCCESS,7.139463850368636,67,623,1
fd53e07d-d5ab-4863-b196-72e1f2d022b6,02-11-2023 10:19,3826291175@okhdfcbank,6171444010@oksbi,30933.16,SUCCESS,20.42620666768053,38,3320,1
b738422d-dfc6-46eb-a4d7-b1628a76cdb6,21-05-2023 00:07,0811248519@okaxis,1450544834@okicici,16868.58,SUCCESS,8.282406870685083,11,861,1
2e018335-04c1-4741-8c74-cd5dfbc3f72b,19-09-2023 20:57,2138312809@okaxis,5704134605@okybl,5318.23,SUCCESS,1.9596191980665505,74,2925,1
ddfc3782-b2f1-493c-bf9f-cdb4956f4def,17-09-2023 20:52,9314080901@okicici,9432628820@okaxis,36315.36,SUCCESS,29.581973349467525,70,1653,0
923091cc-5182-40e6-b18d-270f81a6979c,26-10-2023 18:41,5160039046@okicici,6796250439@okhdfcbank,43035.98,SUCCESS,6.324626652096097,35,1734,1
45ac29d8-4e46-458e-b635-92ba464ebca2,29-12-2023 17:40,7932416816@okaxis,0363395523@okicici,19839.19,SUCCESS,6.209681093799301,73,2455,0
43d60da6-c21c-4891-af64-413c08a787aa,23-12-2023 17:04,3175314518@okybl,2221921676@okaxis,28799.99,SUCCESS,25.92866366974713,55,831,1
23e7941e-f9ba-40c8-b64e-2b97caca3e1b,25-07-2023 08:32,1482277591@okybl,9660715210@oksbi,9813.57,SUCCESS,4.031626545264376,12,3610,1
a3fede6c-62f8-4c0a-ac2b-b513ae4f185a,29-07-2023 21:00,1822603780@okybl,7796768751@okhdfcbank,37088.08,SUCCESS,10.956463659830783,1,249,0
1fd3f3b6-c72b-4626-b7d9-7faa914b91f3,09-02-2023 07:14,3231647583@okaxis,1716862719@okhdfcbank,30161.76,SUCCESS,21.63751867248526,3,2989,0
63117fc9-fe90-44d2-8313-2920a1c306e6,08-10-2023 12:57,6877612080@okhdfcbank,5207563362@okybl,19151.41,SUCCESS,25.825488267329515,44,254,1
09e24f29-da48-4332-8a81-ebf6210546da,06-10-2023 00:53,1063010838@okaxis,1336355019@okybl,285.88,SUCCESS,9.774989139036656,93,2485,1
68ac290f-ed92-4c9c-bd89-3d495900988e,14-07-2023 08:00,1038844230@oksbi,6283009447@okicici,18367.7,SUCCESS,18.23408901952553,59,2207,0
5b6527a3-c5f7-490e-a7d5-7e83677c745f,08-12-2023 18:31,6480878057@okybl,8500458292@okicici,19029.61,FAILED,18.633195679568782,1,2990,1
0ec6a10f-62e4-4d9a-b7ed-933446b8d419,23-08-2023 08:24,6698469329@okybl,0881188606@okybl,45319.41,SUCCESS,18.78199478522552,90,3566,1
dc60875d-c40e-4b45-a1b7-6dc44b46c254,03-11-2023 11:59,7837068615@okicici,1498236388@okybl,46486.63,SUCCESS,21.53257845238224,68,3635,0
fd8f1968-e4c8-4058-8db7-215f27068625,02-09-2023 14:47,4553493648@okaxis,1637805486@okybl,37533.7,SUCCESS,14.43796440588144,17,3014,0
8def5ee7-6a8f-452a-99b7-1209a5b96673,09-04-2023 05:37,6139783298@okaxis,9164192750@okaxis,20334.53,SUCCESS,16.28110791800397,12,1280,1
bdd12ce0-200a-4760-ad8d-a9bbd65f4d5e,26-07-2023 10:28,9591595004@okybl,0375473489@oksbi,49806.65,SUCCESS,23.59194935800084,23,1612,0
3fd4eced-b062-48ec-9b59-93903d558ec9,08-09-2023 18:50,5453024514@oksbi,8031783012@okybl,20364.61,SUCCESS,5.012282851649753,59,2287,1
53de9f3e-1031-4bea-ba53-46d9e2dbf41c,02-09-2023 06:54,4949474592@okicici,4469822354@okicici,20357.3,SUCCESS,16.48849983095085,82,1500,0
6daf4fea-1a2e-42ea-a1cf-1db3a59f2e96,18-12-2023 19:39,0108504640@okaxis,7136244056@okybl,18084.66,SUCCESS,3.1925339150263263,98,1271,0
36cac61b-2bf1-40e1-9b7b-a3be5a8d4a9f,31-03-2023 10:07,9157276890@okicici,2921584136@oksbi,28296.3,SUCCESS,1.6925313376240867,74,1357,0
6a49b8eb-191e-4238-b78e-b96d92e10ac3,22-10-2023 22:54,9443284012@okhdfcbank,2131481169@okicici,41342.62,FAILED,11.480298411079978,21,2236,1
c5bce200-89bf-42a2-9315-16c74edb7675,10-12-2023 23:27,9810396499@okicici,2791182532@oksbi,41919.76,SUCCESS,18.57987244518045,90,2754,0
f5112761-ba22-4a6c-bdae-659dc516173b,06-07-2023 06:34,3563649289@okhdfcbank,0512810434@okicici,2204.79,SUCCESS,3.016904757852273,10,1265,1
34e06339-43f7-4b59-9967-174e1316f32b,16-07-2023 08:59,1389536587@okaxis,3437725529@oksbi,39919.91,SUCCESS,12.602808136839707,76,3245,1
6af25229-b06f-4e92-bac2-4e466f3d2340,29-12-2023 16:44,8906465990@okhdfcbank,3776144960@okaxis,34324.74,SUCCESS,21.741250684267108,31,2010,0
c60b18cb-4600-4475-97d2-f09013eda818,18-10-2023 06:28,8231775166@okhdfcbank,9168417432@okybl,15101.36,SUCCESS,24.84905863087928,43,1157,0
94f635bb-4c6d-42d3-bbce-ab667f9fae4c,06-01-2023 17:03,1772581333@oksbi,1636794814@okybl,18407.12,SUCCESS,29.932807223919177,32,2306,0
44ec7dae-ced9-436d-a002-8c799a810128,06-03-2023 06:18,6465259284@okhdfcbank,6907825500@oksbi,37943.33,SUCCESS,15.588242191467463,1,3487,0
fd729ddc-94bd-47e5-a3ac-968f95e04a0e,22-07-2023 07:05,6318077256@okybl,0841353222@okybl,15231.51,SUCCESS,11.070031068790575,78,1615,1
49ca7042-a2d6-4c12-be36-db68fc05ee27,03-12-2023 12:41,9588112129@oksbi,4309441350@okhdfcbank,24524.41,SUCCESS,17.411207767861605,15,1896,0
472312a7-2aa6-4bef-bcc8-c4a1d62dc434,13-12-2023 20:17,4567807036@oksbi,4378998477@okybl,38303.82,SUCCESS,17.85492436343082,6,594,1
e5d00cd4-7b54-4503-880f-5d2b1d9ba0e7,04-06-2023 23:39,6762449395@oksbi,5030835660@okaxis,49336.64,SUCCESS,7.891384994367767,69,176,0
df654141-0096-4007-906d-e19f287b66cf,15-02-2023 06:01,0074814259@okybl,6434017462@okaxis,44858.29,SUCCESS,9.620154772631922,1,1824,0
9b4a57a2-2c3d-4086-be64-eaea46bb1cdb,06-11-2023 19:59,4200962928@okicici,7164137631@okybl,46064.58,SUCCESS,15.21956986108217,80,3113,1
772171af-5269-499e-ab2d-d063236ca675,09-05-2023 09:53,9029856682@okhdfcbank,0907689146@okaxis,18009.02,SUCCESS,6.419461507746686,27,1671,1
f03cddbf-5abf-442d-927f-23da34c94d16,21-11-2023 03:22,0938147344@oksbi,6736027066@okybl,18262.8,SUCCESS,8.069984210644337,12,2534,1
1b6bef60-26c7-4f7f-825b-a45d33d1a154,14-12-2023 12:12,9990738522@oksbi,6333923017@okybl,6408.91,SUCCESS,6.695070854780686,35,438,0
891b05f6-238b-4544-9879-085950f245aa,24-06-2023 17:02,6063221978@okhdfcbank,6389085754@oksbi,1519.04,SUCCESS,4.234155200660108,81,1022,1
8a5dd7bb-5678-49ca-838a-70e677a19131,07-11-2023 18:12,5540268570@okaxis,6526830321@okaxis,49641.81,SUCCESS,18.19042314523368,47,463,0
532b657b-7bda-4798-af37-d93ee5625312,12-11-2023 02:22,3173202042@okybl,0402526441@okicici,4280.26,SUCCESS,10.040080234353336,85,1360,1
56c3f957-7096-4b9f-8c11-5e5053d0bb32,02-10-2023 22:01,1488336383@okicici,5261944274@okicici,47886.07,SUCCESS,2.017802595541024,63,2971,0
73ac6701-1af0-4c82-8cba-07f95edf9ebb,04-05-2023 09:33,8073467732@okicici,3420658909@okhdfcbank,1239.12,SUCCESS,22.782326248766868,91,586,1
2ada3d5f-344b-4a2f-af34-4c816b9e9c5f,05-03-2023 07:53,3969824584@oksbi,2899739841@oksbi,22471.19,SUCCESS,11.203031273390442,62,2158,1
06fbca99-3bdc-44c0-b049-2c67bad7dd85,05-09-2023 18:51,9687447131@okhdfcbank,8292345929@okicici,26234.97,SUCCESS,3.1953659957087703,9,1023,0
1c720840-bb03-4646-a963-85a1157f4f57,11-10-2023 21:40,0764855058@okicici,9285982105@oksbi,38304.28,FAILED,24.53507732559706,55,1686,1
e4ccd885-0ee9-4365-9170-14aab8bb23d9,05-11-2023 11:25,8135940653@okybl,1181503731@okhdfcbank,28633.34,SUCCESS,3.761994570564084,3,352,1
52659d5e-8b13-44eb-9462-1496eb5ed8dd,09-02-2023 06:31,7407528190@okicici,5143816070@okaxis,30441.21,SUCCESS,18.4844550617286,78,1654,1
bb8ae4bb-d007-40a2-92b6-5fa9bcade0aa,19-06-2023 15:01,2696682148@okhdfcbank,4903265741@okybl,20970.75,SUCCESS,22.131013416573108,66,3007,0
72c1eafc-dbe5-4890-a8cf-1d4aca46b832,29-08-2023 06:20,1331331364@okybl,5749624020@okybl,33962.19,SUCCESS,19.58931581455597,29,3088,0
6ece81eb-682a-43cd-b7b2-68b4efbf0485,02-07-2023 13:40,4619206306@oksbi,0209736910@okicici,41742.29,SUCCESS,15.189598450194602,13,1401,0
70c24531-3ed0-4da4-b6fd-1cb53470fca1,25-08-2023 20:59,0033515765@okybl,9276585447@okybl,19686.08,SUCCESS,16.923605994540342,90,1554,1
340ed476-cb5c-40a8-bc91-b5cca7747516,07-09-2023 19:12,0074814259@okybl,6785551429@okybl,2500.0,SUCCESS,3.34798040856562,36,523,1
2baeefff-aa7a-4724-8354-b6ed32d6b6e6,24-07-2023 02:21,8364293331@okhdfcbank,9620259610@okaxis,26758.97,SUCCESS,16.93211461553397,51,1111,0
3fdd989e-bc43-48f5-a69b-b5af15abc72d,28-08-2023 10:30,8923848538@okhdfcbank,8579034781@okaxis,27289.58,SUCCESS,10.229602437689165,65,2877,1
61a713d9-deb6-4f69-a30e-ba4b48a04029,28-06-2023 06:16,3848601952@okhdfcbank,2156159867@okicici,24920.18,SUCCESS,12.128803171994733,7,492,1
7c455d0b-c6a0-4237-a1d9-680d358a3c34,24-08-2023 18:24,4801340698@okybl,5337860185@okaxis,18464.48,SUCCESS,16.22446370120605,62,1241,1
c75100cd-5d94-4fbe-af2d-a2cea204ed7c,16-07-2023 16:34,4252024363@okicici,0893640908@okaxis,6864.91,SUCCESS,20.284461805336072,81,2306,1
ed094dfd-938f-4af9-ae8c-99f112fe031c,27-11-2023 22:17,0667745276@oksbi,0872132176@okhdfcbank,5200.78,SUCCESS,6.221749201246278,25,1656,0
3975365c-dca3-4f0e-a36a-6d0892b19099,25-06-2023 07:29,7279822294@okaxis,8003853491@okhdfcbank,23219.78,SUCCESS,25.32636842279057,5,3429,1
2cedbde1-d3c2-4f92-9416-085c731f81f8,11-02-2023 13:08,9069313976@okicici,8917921650@okybl,13082.49,SUCCESS,19.430959093933566,94,3063,0
cb7b770f-19fb-4d1b-a301-69218ed07069,17-03-2023 06:19,6797343390@okhdfcbank,3434298559@oksbi,31632.29,SUCCESS,5.215506152755271,61,3457,0
f542aeac-1ee3-4c19-b9df-2fdf23a7b754,10-10-2023 03:50,3559104422@okicici,4811631775@okaxis,16294.05,SUCCESS,29.02220479361059,51,2978,0
5d45a879-e656-435d-bce2-34a4cab8012c,07-09-2023 23:56,7382450197@okaxis,3843783335@okicici,5137.46,SUCCESS,20.983804238699715,12,2787,1
